Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,CategoryTree,Product Name,Sales,Quantity,Discount,Profit
5514,CA-2015-103177,5/30/2015,6/1/2015,First Class,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10009,East,TEC-PH-10001795,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97,3,0,2.3997
3702,CA-2016-126543,1/9/2016,1/13/2016,Second Class,MF-17665,Maureen Fritzler,Corporate,United States,Toledo,Ohio,43615,East,FUR-FU-10002445,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}","DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",15.168,2,0.2,3.792
9858,CA-2015-164301,3/26/2015,3/30/2015,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98103,West,FUR-TA-10001889,"{'MainCategory': 'Furniture', 'SubCategory': 'Tables'}",Bush Advantage Collection Racetrack Conference Table,3393.68,8,0,610.8624
4125,CA-2014-127523,5/11/2014,5/18/2014,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Watertown,New York,13601,East,OFF-AP-10004249,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Appliances'}",Staple holder,35.91,3,0,9.6957
9914,CA-2015-132388,10/10/2015,10/12/2015,First Class,KN-16390,Katherine Nockton,Corporate,United States,Santa Barbara,California,93101,West,OFF-LA-10000414,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Labels'}",Avery 503,31.05,3,0,14.904
3904,CA-2015-167010,4/5/2015,4/10/2015,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10004036,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Appliances'}",Bionaire 99.97% HEPA Air Cleaner,98.112,7,0.2,18.396
6594,CA-2016-126795,6/13/2016,6/16/2016,Second Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10024,East,OFF-BI-10001989,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",Premium Transparent Presentation Covers by GBC,33.568,2,0.2,11.7488
5603,CA-2016-117919,8/27/2016,8/29/2016,Second Class,TB-21355,Todd Boyes,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10003572,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Portfile Personal File Boxes,14.16,1,0.2,1.062
2482,CA-2017-147956,12/24/2017,12/31/2017,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10001097,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62,6,0,0
2669,US-2015-139759,8/25/2015,8/30/2015,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,FUR-CH-10002774,"{'MainCategory': 'Furniture', 'SubCategory': 'Chairs'}","Global Deluxe Stacking Chair, Gray",40.784,1,0.2,4.5882
6668,CA-2017-122175,5/12/2017,5/14/2017,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Vineland,New Jersey,8360,East,OFF-LA-10002271,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Labels'}",Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,6.16,2,0,2.9568
8091,CA-2014-101392,12/7/2014,12/13/2014,Standard Class,AS-10630,Ann Steele,Home Office,United States,Seattle,Washington,98103,West,OFF-ST-10000532,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Advantus Rolling Drawer Organizers,269.36,7,0,70.0336
748,CA-2014-124429,5/27/2014,5/27/2014,Same Day,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,OFF-ST-10001809,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Fellowes Officeware Wire Shelving,359.32,4,0,7.1864
8877,US-2016-141264,8/13/2016,8/19/2016,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Irving,Texas,75061,Central,OFF-AP-10002534,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Appliances'}",3.6 Cubic Foot Counter Height Office Refrigerator,58.924,1,0.8,-153.2024
3930,CA-2016-162082,3/14/2016,3/17/2016,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,78550,Central,OFF-PA-10001934,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 1993,5.184,1,0.2,1.8792
3460,CA-2017-136448,9/16/2017,9/18/2017,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001359,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",GBC DocuBind TL300 Electric Binding System,538.194,2,0.7,-412.6154
1655,US-2017-132444,11/18/2017,11/21/2017,First Class,CD-12280,Christina DeMoss,Consumer,United States,Seattle,Washington,98105,West,OFF-FA-10000611,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Fasteners'}",Binder Clips by OIC,2.96,2,0,1.4208
1389,US-2016-108504,2/5/2016,2/5/2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-PH-10000215,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0,28.3095
4469,CA-2017-168641,11/24/2017,12/1/2017,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035,East,FUR-BO-10000780,"{'MainCategory': 'Furniture', 'SubCategory': 'Bookcases'}",O'Sullivan Plantations 2-Door Library in Landvery Oak,321.568,2,0.2,-16.0784
9851,CA-2016-158155,5/2/2016,5/6/2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,New York City,New York,10009,East,FUR-FU-10000732,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}",Eldon 200 Class Desk Accessories,12.56,2,0,4.0192
7327,US-2017-128447,11/10/2017,11/17/2017,Standard Class,MC-17845,Michael Chen,Consumer,United States,Pasco,Washington,99301,West,OFF-BI-10001543,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",GBC VeloBinder Manual Binding System,28.792,1,0.2,10.0772
8923,CA-2016-145709,10/4/2016,10/8/2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Coral Gables,Florida,33134,South,FUR-FU-10002885,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}",Magna Visual Magnetic Picture Hangers,11.568,3,0.2,2.6028
7715,CA-2014-150203,12/5/2014,12/7/2014,First Class,JB-15925,Joni Blumstein,Consumer,United States,Los Angeles,California,90032,West,OFF-AP-10001469,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Appliances'}",Fellowes 8 Outlet Superior Workstation Surge Protector,250.26,6,0,72.5754
8910,CA-2017-160661,10/28/2017,11/1/2017,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Everett,Massachusetts,2149,East,OFF-LA-10002475,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Labels'}",Avery 519,21.93,3,0,10.3071
2154,CA-2016-117282,7/14/2016,7/18/2016,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10009,East,OFF-BI-10004094,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",GBC Standard Plastic Binding Systems Combs,14.16,2,0.2,5.133
6690,CA-2017-104108,12/2/2017,12/9/2017,Standard Class,RP-19855,Roy Phan,Corporate,United States,Houston,Texas,77095,Central,OFF-AR-10000817,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}",Manco Dry-Lighter Erasable Highlighter,12.16,5,0.2,2.128
5505,CA-2017-127782,11/2/2017,11/6/2017,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10003845,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Envelopes'}",Colored Envelopes,8.856,3,0.2,2.8782
7338,CA-2017-165155,9/21/2017,9/23/2017,First Class,BM-11575,Brendan Murry,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10004950,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}","Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",15.51,1,0,3.8775
5329,CA-2015-120320,3/5/2015,3/9/2015,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Houston,Texas,77036,Central,TEC-PH-10000149,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Cisco SPA525G2 IP Phone - Wireless,31.92,2,0.2,2.394
4902,CA-2017-120936,12/17/2017,12/21/2017,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Anaheim,California,92804,West,OFF-SU-10002557,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Supplies'}",Fiskars Spring-Action Scissors,13.98,1,0,3.6348
7307,CA-2016-144092,11/5/2016,11/7/2016,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,95123,West,TEC-AC-10002305,"{'MainCategory': 'Technology', 'SubCategory': 'Accessories'}",KeyTronic E03601U1 - Keyboard - Beige,72,4,0,12.96
5523,CA-2016-110982,6/5/2016,6/7/2016,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Santa Clara,California,95051,West,OFF-BI-10000829,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",Avery Non-Stick Binders,21.552,6,0.2,7.0044
453,CA-2016-166674,4/1/2016,4/3/2016,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,TEC-PH-10002365,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35.12,4,0,9.1312
2585,US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10002103,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Jabra SPEAK 410,187.98,2,0,52.6344
9490,US-2016-102232,8/5/2016,8/11/2016,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Huntsville,Alabama,35810,South,OFF-AR-10000538,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}","Boston Model 1800 Electric Pencil Sharpener, Gray",197.05,7,0,59.115
2421,CA-2017-159597,11/9/2017,11/14/2017,Standard Class,MC-17590,Matt Collister,Corporate,United States,Coachella,California,92236,West,TEC-AC-10004171,"{'MainCategory': 'Technology', 'SubCategory': 'Accessories'}",Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,1,0,43.9956
496,CA-2015-134782,12/27/2015,12/31/2015,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Fayetteville,Arkansas,72701,South,OFF-EN-10001434,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Envelopes'}","Strathmore #10 Envelopes, Ultimate White",105.42,2,0,51.6558
4126,CA-2017-123239,7/27/2017,7/31/2017,Second Class,MG-18145,Mike Gockenbach,Consumer,United States,Jacksonville,Florida,32216,South,FUR-FU-10001602,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}","Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",91.032,3,0.2,-2.2758
2720,CA-2014-110030,12/6/2014,12/8/2014,Second Class,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10002759,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}",12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856
8742,CA-2015-113222,11/9/2015,11/9/2015,Same Day,AG-10765,Anthony Garverick,Home Office,United States,Lawrence,Indiana,46226,Central,OFF-BI-10001890,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",Avery Poly Binder Pockets,10.74,3,0,5.1552
5502,CA-2017-164378,7/15/2017,7/18/2017,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004519,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Spiral Phone Message Books with Labels by Adams,8.96,2,0,4.3904
342,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",Fellowes PB200 Plastic Comb Binding Machine,509.97,10,0.7,-407.976
3652,CA-2017-109960,12/9/2017,12/11/2017,Second Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,Central,OFF-AR-10001860,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}",BIC Liqua Brite Liner,34.7,5,0,12.492
2100,CA-2017-124401,9/7/2017,9/12/2017,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,97206,West,TEC-AC-10002926,"{'MainCategory': 'Technology', 'SubCategory': 'Accessories'}",Logitech Wireless Marathon Mouse M705,279.944,7,0.2,80.4839
3741,CA-2016-133340,12/9/2016,12/13/2016,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,49201,Central,OFF-AP-10002311,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Appliances'}","Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",61.929,1,0.1,23.3954
65,CA-2015-135545,11/24/2015,11/30/2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 1943,146.73,3,0,68.9631
743,US-2016-146710,8/27/2016,9/1/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10004498,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Supplies'}",Martin-Yale Premier Letter Opener,51.52,5,0.2,-10.948
219,CA-2016-130162,10/28/2016,11/1/2016,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10002563,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Adtran 1202752G1,302.376,3,0.2,22.6782
856,CA-2014-125612,8/3/2014,8/8/2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,OFF-PA-10001019,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 1884,39.96,2,0,18.7812
8075,CA-2017-151750,1/1/2017,1/5/2017,Standard Class,JM-15250,Janet Martin,Consumer,United States,Huntsville,Texas,77340,Central,OFF-BI-10000343,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",13.748,14,0.8,-22.6842
8750,US-2015-163825,6/16/2015,6/19/2015,First Class,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003527,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,3050.376,3,0.2,1143.891
4343,CA-2017-105410,3/19/2017,3/22/2017,First Class,ND-18370,Natalie DeCherney,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10004970,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}","ACCOHIDE 3-Ring Binder, Blue, 1""",19.824,6,0.2,6.6906
6631,CA-2016-105081,12/25/2016,12/30/2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10000847,"{'MainCategory': 'Furniture', 'SubCategory': 'Chairs'}",Global Executive Mid-Back Manager's Chair,698.352,3,0.2,52.3764
95,CA-2015-149587,1/31/2015,2/5/2015,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",Ibico Standard Transparent Covers,32.96,2,0,16.1504
8424,CA-2017-150091,10/12/2017,10/16/2017,Standard Class,NP-18670,Nora Paige,Consumer,United States,Lakewood,New Jersey,8701,East,FUR-FU-10004053,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}",DAX Two-Tone Silver Metal Document Frame,40.48,2,0,17.4064
9148,US-2016-165505,1/23/2016,1/27/2016,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Burlington,Vermont,5408,East,OFF-AR-10003477,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}",4009 Highlighters,8.04,6,0,2.7336
9099,CA-2017-152933,10/12/2017,10/16/2017,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Dallas,Texas,75081,Central,TEC-PH-10002085,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Clarity 53712,369.544,7,0.2,27.7158
7039,CA-2017-161970,9/22/2017,9/27/2017,Standard Class,PB-19105,Peter Bühler,Consumer,United States,Smyrna,Georgia,30080,South,OFF-AR-10003896,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}","Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",17.94,3,0,6.4584
2390,US-2015-127040,12/6/2015,12/10/2015,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004255,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 219,6.48,1,0,3.1104
6530,CA-2014-103744,2/23/2014,2/27/2014,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-LA-10004425,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Labels'}",Staple-on labels,6.936,3,0.2,2.3409
6710,CA-2015-123141,11/14/2015,11/19/2015,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Rio Rancho,New Mexico,87124,West,FUR-CH-10001891,"{'MainCategory': 'Furniture', 'SubCategory': 'Chairs'}",Global Deluxe Office Fabric Chairs,230.352,3,0.2,20.1558
7419,US-2016-114013,3/13/2016,3/15/2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004318,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",Ibico EB-19 Dual Function Manual Binding System,51.897,1,0.7,-41.5176
1862,US-2017-121251,3/26/2017,3/27/2017,First Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004896,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Nokia Lumia 521 (T-Mobile),119.96,4,0,33.5888
3079,CA-2014-104780,5/21/2014,5/25/2014,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,San Diego,California,92037,West,OFF-AR-10003514,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}",4009 Highlighters by Sanford,31.84,8,0,10.5072
9345,CA-2017-109085,2/17/2017,2/20/2017,First Class,CK-12325,Christine Kargatis,Home Office,United States,Troy,Ohio,45373,East,OFF-BI-10001525,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,5,0.7,-4.7625
3465,CA-2017-128699,12/3/2017,12/5/2017,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Jacksonville,Florida,32216,South,TEC-AC-10001990,"{'MainCategory': 'Technology', 'SubCategory': 'Accessories'}",Kensington Orbit Wireless Mobile Trackball for PC and Mac,47.992,1,0.2,7.1988
5494,CA-2014-105249,11/28/2014,11/28/2014,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,94122,West,OFF-LA-10002043,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Labels'}",Avery 489,41.4,4,0,19.872
2019,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-SU-10001165,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Supplies'}",Acme Elite Stainless Steel Scissors,33.36,4,0,8.6736
6657,CA-2017-135937,2/20/2017,2/27/2017,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Gilbert,Arizona,85234,West,OFF-ST-10000563,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Fellowes Bankers Box Stor/Drawer Steel Plus,51.168,2,0.2,-6.396
7639,CA-2017-104885,3/2/2017,3/8/2017,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Newark,Delaware,19711,East,OFF-EN-10003286,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Envelopes'}",Staple envelope,57.96,7,0,27.2412
5424,CA-2017-103009,11/3/2017,11/5/2017,Second Class,PJ-18835,Patrick Jones,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10001215,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 1963,26.4,5,0,11.88
1334,CA-2014-122567,2/16/2014,2/21/2014,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220,Central,OFF-AP-10001303,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Appliances'}","Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",7.96,2,0.8,-13.93
4686,CA-2016-159912,8/29/2016,9/3/2016,Standard Class,GB-14530,George Bell,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10002071,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",Fellowes Black Plastic Comb Bindings,3.486,2,0.7,-2.7888
8267,CA-2014-118304,4/29/2014,5/4/2014,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10000376,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Square Credit Card Reader,19.98,2,0,5.1948
6107,CA-2014-120852,12/20/2014,12/25/2014,Standard Class,WB-21850,William Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-AP-10001563,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Appliances'}",Belkin Premiere Surge Master II 8-outlet surge protector,19.432,2,0.8,-49.5516
3707,CA-2017-160087,3/18/2017,3/22/2017,Standard Class,EN-13780,Edward Nazzal,Consumer,United States,Dallas,Texas,75220,Central,OFF-AR-10001915,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}",Peel-Off China Markers,23.832,3,0.2,6.5538
6592,CA-2015-103716,4/30/2015,5/6/2015,Standard Class,KB-16585,Ken Black,Corporate,United States,San Francisco,California,94110,West,OFF-AR-10000658,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}",Newell 324,34.65,3,0,9.702
8850,CA-2015-140718,7/2/2015,7/4/2015,First Class,FA-14230,Frank Atkinson,Corporate,United States,Raleigh,North Carolina,27604,South,FUR-FU-10000076,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}",24-Hour Round Wall Clock,159.84,10,0.2,45.954
180,CA-2015-137225,12/15/2015,12/19/2015,Standard Class,JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10009,East,OFF-AR-10001940,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Art'}","Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1,0,1.4104
7604,CA-2016-152520,7/8/2016,7/12/2016,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Providence,Rhode Island,2908,East,OFF-PA-10000289,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 213,12.96,2,0,6.2208
2414,CA-2014-151295,11/12/2014,11/16/2014,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10002356,"{'MainCategory': 'Furniture', 'SubCategory': 'Tables'}",Bevis Boat-Shaped Conference Table,629.064,3,0.2,31.4532
3865,CA-2015-157133,11/28/2015,12/3/2015,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Champaign,Illinois,61821,Central,FUR-FU-10004904,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}","Eldon ""L"" Workstation Diamond Chairmat",151.96,5,0.6,-182.352
8724,US-2016-135209,12/29/2016,12/31/2016,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Miami,Florida,33178,South,OFF-PA-10002986,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Xerox 1898,37.408,7,0.2,13.0928
8150,CA-2014-167997,1/26/2014,1/29/2014,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,OFF-BI-10001758,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10.68,2,0,5.0196
2674,CA-2014-126403,9/9/2014,9/12/2014,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-ST-10000078,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Tennsco 6- and 18-Compartment Lockers,1325.85,5,0,238.653
4045,CA-2015-137750,6/25/2015,6/30/2015,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,San Francisco,California,94110,West,FUR-FU-10001979,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}",Dana Halogen Swing-Arm Architect Lamp,204.85,5,0,57.358
1621,CA-2017-108560,7/8/2017,7/15/2017,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,FUR-FU-10002937,"{'MainCategory': 'Furniture', 'SubCategory': 'Furnishings'}","GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,0,99.23
4925,CA-2017-114055,12/25/2017,12/29/2017,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810,South,TEC-PH-10002890,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",AT&T 17929 Lendline Telephone,90.48,2,0,23.5248
434,CA-2016-127369,6/6/2016,6/7/2016,First Class,DB-13060,Dave Brooks,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-ST-10003306,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Letter Size Cart,714.3,5,0,207.147
393,US-2014-135972,9/21/2014,9/23/2014,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,TEC-CO-10002313,"{'MainCategory': 'Technology', 'SubCategory': 'Copiers'}",Canon PC1080F Personal Copier,1799.97,3,0,701.9883
9543,CA-2015-135251,8/6/2015,8/10/2015,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Houston,Texas,77095,Central,OFF-BI-10001097,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Binders'}",Avery Hole Reinforcements,6.23,5,0.8,-9.6565
2493,CA-2014-144624,11/19/2014,11/23/2014,Standard Class,JM-15865,John Murray,Consumer,United States,Jamestown,New York,14701,East,TEC-PH-10002885,"{'MainCategory': 'Technology', 'SubCategory': 'Phones'}",Apple iPhone 5,4548.81,7,0,1228.1787
1935,CA-2017-101245,11/27/2017,12/3/2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10003129,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Paper'}",Tops White Computer Printout Paper,244.55,5,0,114.9385
1634,CA-2016-106530,5/8/2016,5/8/2016,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,OFF-ST-10000649,"{'MainCategory': 'Office Supplies', 'SubCategory': 'Storage'}",Hanging Personal Folder File,25.12,2,0.2,1.57
